Review
"old dumpy place problems head starts spinning thinking start, got like 10pm check-in told park street cuz no parking left lot, room tiny carpet dirty spots, room came kitchen nasty used, especially fridge time opened nasty odor rotten vegetables gushed fridge filled entire room, day night hear people talking walking stairwell right outside, noise streets right outside window substantial, just no sound insulation place, bathroom surprisingly clean room appeared well-kept, shower pressure horrible stay ran hot water twice, fact morning took cold shower basically start end, desk staff generally nice, guy completely uncaring unhelpful not sure problem, thing liked place ceiling fan walk-in closet, paid 100/night place suppose reasonable seattle center area, pay 40 night stay holiday inn express, basically ca n't recommend place,  "
"dump stayed weekend expected charming 1929 property based web-site reviews expedia, did n't expect charming mean incompetent staff showers randomly scalding cold medium pressure just trickle tacky acoustic ceilings moldy non-functional windows shower no screens windows no a/c having room left unlocked maid service having wait 18 hours iron gave 30 minutes make wedding having car 8am parking thought desk reality n't etc. etc.expedia apparantly wo n't publish negative reviews like gather having tried 3 times publish on-line calling customer service exchanging e-mails, beware reviews expedia especially beware hotels like,  "
"decent location nice staff disappointing read reviews citysearch trip advisor moore hotel, called book shared bathroom queen room avail, lived/traveled europe year did n't think shared bath problem, fiance shared bathroom toilet shower entire floor stayed room 403, 25 rooms 1 bathroom, yes read correctly 25 rooms 2 people room bathroom, everytime day/night/6am/midnight/noontime tried use shower busy, paper-thin walls no shower toilet far room tiny room dirty sink room smaller-than-reserved-bed miserable, asked change rooms told, tried hotel seattle 150/night impossible, loved town stay hotel, passed homeless/drunk/druggie-looking types way hotel night sure n't felt safe 6'5 fiance arm, wanted warn experience try stay capitol hill belltown close downtown action/shops/mass transit far away enjoy locals seattle,  "
"rudest people dont stay, despite fact cool hotel place sucks, desk nights run rudest people met, not problem room extremely rude not hear issue, dissapointed,  "
"terrible experience awful night stay, planned staying 3 dirty old hot, no a.c. met 2 policemen suggested safer place town, price n't, spend little lots advantages,  "
"miss, stayed hotel friend weekend 19th-21st september, stayed recommended friend book basis stay reasonable, definitely not case time, disappointing things weekend executuve hotel pacific placed room directly opposite elevators 5th floor, noise elevators guests returning home early hours morning loud usually heavy sleeper hear clearly night, cleaning staff racket morning difficult sleep past 7am.2.we specific online request small fridge room medications, obviously ignored online pleas checked, previously similar hotels offered small portable fridge/cooler exact purpose.3, air conditioning did work turn produced worrying burning smell turned not used weeks, tried open window stuck open cm try let cool fresh air stuffy room.4, bathroom small size n't main issue, shower head virtually no pressure toilet noisy time flushed hear toilets adjacent rooms quite clearly, old poor plumbing.5, suggested desk staff reasons said fully booked night change rooms second night, agreed, presented desk new room day new staff member stated nothing documented book room change booked not help, fact freely admitted just used room guest checked minutes overbooked rooms 4 guests check-in, not imagine reputable hotel does admits guests, glad check-out not returning hotel, time gladly pay extra dollars decent hotel room service,  "
"stay away dirty rooms stayed far better places seattle, room size prison cell window facing outside wall, quiet showered flushed toilet, plus seattle best coffee lobby right downtown, hotel limo expect pay 30 yellow cab, hotel staff helpful friendly,  "
"cramped noisy overrated husband just stayed hotel mid-july horrible experience, not superior queen room incredibly cramped noises elevator guests rooms nearly impossible sleep night, hotel promises amenities wireless internet access rooms n't working, felt like paid place set sour tone beginning vacation, nights cancelled rest stay booked new hotel,  "
"upgrade outdated arrived given junior suite marriott silver status, upgraded room joke, switches broken linens old bed sagged lcd tv sitting radiator not bed, addition nearly impossible king size bed no walking room, room away highway road noise bad, wife didnot sleep wink night, morning canceled 2 days reservation moved towneplace suites near airport, half price better renaissance, worst marriott stayed, stay away,  "
"dirty place, watch, limited english used, reading reviews sounds like complete different hotel stayed, stayed 9/12-9/15 room club level floor 26. say rooms needed updating understatement, not usually care decade style problem decades dirt cause room itch produce rash, case, everytime left room breath did not itch, return room began, carpet multi dark color did lot hide years goodness knows, did not dare walk barefoot, carpet tore doorway tiles loose bathroom, usually hotel remodels starts expensive room remodels long way off.beds beds nothing special, bathroom size closet forget closing door not possible.for need know friends requested handicap room wheelchair, no handicap room, regular room couple shower bars minumum legal requirement, not service personal check bar course spoke complete coherent english, need know want communicate housekeeping staff gift store, incredibly frustrating tell housekeeping leave extra towels draw pictures.the called parking garage unmanned entry completely unsafe, need know, dark shadowed underground exceptionally tight spaces, elevators not clear, actually enter doorways stairs flight reach elevator places, stairways believe town, careful check breeze check, english speaking folks hidden, bar course want money aggrevating you.however note credit card charged twice entire stay having worst time resolving issue, reason feel compelled connecting desk hotel, folks not billing, trying 2 days,  "
"worst hotel experience thinking booking room hotel just n't, traveled seattle 3 work colleagues seminar, booked room priceline asking 3-star hotel downtown seattle got reservations renaissance supposedly 4-star hotel, disaster half got rooms i-5 freeway building, noise bad large container trucks rumbling night switch rooms, earplugs did n't help block noise, rooms pretty shabby scratched damaged furniture, complained management asked switch rooms told priceline rooms discounted rooms n't expect quality paying guests, ended having pay extra 25 night just adequate rooms.the half group got rooms hotel, construction going early morning quite late night, rooms terribly noisy earplugs cut noise.the staff acted like complaints guests not able sleep noise old news did n't want hear, acted indignant dare complain extremely rude dismissive.also ice machines broken floors search 3 floors working no attempt fix, no minibar mini refrigerator rooms, spot refigerator used removed all.the renaissance bills 4-star hotel, rating based solely hotel lobby 3 stars, based shabby rooms noise lack service rude staff stretched 1 star stay renaissance hotel,  "
"horrible customer service worst hilton possibly worst hotel, trying review guidelines feel important people know kinds business practices ran into.we stayed hilton nights second night having wedding reception hilton.all booking went smoothly room decent exectutive sweet not overpriced got discount having reception there.the problems arrived later reception short summary things happened.-elevators having issues night.-myself reception stuck lobby n't reception elevators not working key card given not working up-the dj closing party early party no staff locking room not allowing entrance gather belongs use reception room additional hour half booked contract-a hilton staff member challenging fist fight telling hit got aggravated insisted let up.-having head security apologize actions said staff member.-finally getting executive suite stay rest night.-having police wife assaulted hilton staff member tried fight putting hand getting security apologized us.-after police left hearing story hour later long elevators broken night manager security officer showed kick mentioned assault glad arrest n't made.-after threatening lawyers involved breach contract told stay.-getting 15 minutes later night manager apologize told work sort discount trouble.-waking morning finding double charged room parking vehicles not ours.-dealing people nice saying work getting charges reversed right back.-finding hilton additional charges not outlined contract consent-being told willing reverse small portion charges staff says story false.so end breached contract refused credit, not sure action burned abuse received,  "
"agree worst hilton, absolute worst hilton stayed, gold hh members travel lot absolute worst hilton world, leg week vacation 10 year old daughter took hilton properties south lake tahoe ca way whistler bc, rate hiltons excellentfirst charge 9.95 night use internet room, free wireless internet available executive lounge small converted guest room lobby, went executive lounge comical, business people packed elbow elbow laptops using free internet eating drinking free food, sight, sure de-congest executive lounge did n't charge internet stayed hilton honors floor noticed dirty dishes newspapers hall n't picked days there.the excercise room size walk closet treadmills stepper jammed there.the people provided sort customer service bellmen, desk personnel management delt no customer service skills.my car parked hilton garage window smashed car ransacked, hilton security simply left business card smashed window took time sweep glass ground, discovered hilton security knew car broken let sit smashed window days, did notify, no, series failures hilton staff touch seattle hilton director security, asked n't notified car broken, response not policy not parking manual, hilton honors stated gm contact monday, wednesday no response, finally drafted lenghty letter hilton corporate hq regarding seattle hilton,  "
"stay plenty nice hotels seattle, not, terrible stay bellman lost luggage phones did n't work dirty sheets letter manager answered acknowledged, better staying,  "
"avoid costs place nightmare, understaffed messy, arrived 10 pm guests deep desk telephone continually ringing employee, later lone employee hired week ago, room clean medicinal smell cleaning fluids overwhelming, hallways elevator dirty littered, place absolutely no appeal not close worth 140.00 night,  "
"worse stay hotel, no help, concierge no idea sites city espically, finding concierge knew fishermans terminal advised taking cab did, not knowing cabs did not return area, stuck hour calling hotel assistance having tell use nothing, saw guests upset,  "
"wo n't book, just returned seattle booked seattle sheraton towers nights, left hotel night desk did n't inquire leaving, club floor 2 hours morning continental breakfast 2 hours evening canapes lounge closed tight, evening poured coffee used small plastic container cream dish coffee urn, cream sour curdled coffee not staff personnel talk, room dreary stains carpets, good location hotel definitely seen better days,  "
"not book false information family just finished 7-day alaskan cruise, looking hotel seattle wa shuttle service pier hotel hotel airport place leave luggage 5-6 hrs went site seeing downtown, booking company particular hotel assured criteria met hotel booked room just store luggage 115, ended no travel accomodations hotel airport, ended having 2 taxis destinations, needless say angry extra 80 hotel, hotel manager not available phone, customer service reps finally got called 5-6 times sent email website, matter resolved hopefully, said reimburse taxi fares believe, advice situation grab taxi airport 30 flat fee downtown seatac airport check luggage early ride-on bus downtown 1.50 way seniors free kids, free ride bus downtown seattle 7pm everyday,  "
"budget booked hotel weekend november recommendation clean spartan room travel book not expecting seriously whelmed, room old tired felt dirty, slept fully clothed wore socks times, shower gross sink toilet new clean, pillows felt filled cotton balls bed creaked squeaked slightest movement did walls carpet stained did not feel lock door work, faced lovely strip club, noise outside hotel expected downtown location noise inside hotel obscene, people banging door 3 morning party room not mention felt right bed, walls general paper hear neighbours conversations watching tv.some staff friendly not sharpest location great walk, not reccomend embarresed say stayed,  "
"checked tripadvisor place terrible just reviewers tripadvisor indicates, couple reviews looks like written hotel staff exact opposite real experience.from low quality toiletries inconsistent house keeping property rated 3 star, attempts property unique look succeeds making gag incredibly poor taste decorated, like big joke you.the hotel noisy rooms tiny decor ugly staff average isolated rest seattle view overrated nearby train noisy room stinky, lounge expensive 10 drinks good view absolutely no character, experiencing boring lounge decided not bother restaurant instead cabbed city food.i recommend using tripadvisor pick 4 star hotel instead foolish like pay consequences, fact probably pick highly rated 3 star hotel fare times better did,  "
"overpriced not great disappointing property, setting stilts hanging water fabulous ends.the decor odd incongruous impressions seattle, log cabin-ish better suited ski lodge vermont colorado, requested water-facing room check-in told cost 50 dollars paid, having forked 300 dollars night declined took city facing room, irritating colleague booked room rate agent checked right behund got water facing room no extra charge asking notwithstanding odd decor hotel looks tired worn, room abysmally small amazed american travellers accept rooms size knowing spacious hotels general, not large person not problem typically smaller rooms finds eurpoean continent, barely space double bed sharing felt claustrophobic, city-facing rooms railway line busy level crossing clanging bell time train passes, happens day night, rooms need twice size sound-proofed, 3 nights trot chaicago seattle san francisco far worst value 3 cities, lot better price seattle,  "
"terrible accomodations ruined impression seattle decided stay hotel hearing work colleague great place stay waterfront seattle, booking stay checked website, talk misleading pictures, got hotel sunday afternoon checked immediately disappointed got hotel hallway room, dirty reminded old college dormitory, hotel room did not overlook water train tracks small clean no drawers clothing no desk work, additionally hotel loaded folks spent weekend hemp fest, not recommend fooled website, heard lady met town dinner highly recommends inn black market alexis wish met earlier think different seattle experience, time, n't waste money edgewater,  "
"unique, great stay, wonderful time hotel monaco, location excellent short stroll main downtown shopping area, pet friendly room showed no signs animal hair smells, monaco suite sleeping area big striped curtains pulled closed nice touch felt cosy, goldfish named brandi enjoyed, did n't partake free wine coffee/tea service lobby thought great feature, great staff friendly, free wireless internet hotel worked suite 2 laptops, decor lovely eclectic mix pattens color palatte, animal print bathrobes feel like rock stars, nice did n't look like sterile chain hotel hotel personality excellent stay,  "
"great stay great stay, went seahawk game awesome, downfall view building did n't complain, room huge staff helpful, booked hotels website seahawk package, no charge parking got voucher taxi, problem taxi driver did n't want accept voucher barely spoke english, funny thing speak arabic called started making comments girlfriend cell phone buddy, took second realize just said fact speak language face priceless, ass told, said large city, told head doorman issue called cab company promply answer did n't, apologized offered pay taxi, bucks 2 miles stadium, game plan taxi return going humpin, great walk did n't mind, right christmas wonderful lights, homeless stowed away building entrances leave, police presence not greatest area stadium, activities 7 blocks pike street waterfront great coffee shops way, hotel mantained foyer awesome, wine tasting available evening, best dog, taking st. bernard time family, safes hotel located service desk room, bathroom huge jetted tub huge, funny house keeping walked girlfriend getting dressed, did n't hear knock doing turn service, screamed girlfriend screams hit floor laughing, started talking spanish worked, place recommend price, check online deals just good not better, besite contains deals vouchers travel websites n't tell,  "
"love monaco staff husband stayed hotel crazy weekend attending memorial service best friend husband celebrating 12th wedding anniversary, talk mixed emotions, booked suite hotel monte carlos, loaned beautiful fan-tanned goldfish named joliet weekend visited dogs worked desk human companions, room decorated nicely couch used pillows, l'occitane bath amenities welcome sight, room quiet peaceful, wireless internet access wonderful server went morning leaving problems printing boarding passes, afternoon reception serves oenophile-satisfying wine australia scrumptious cookies, restaurant closed renovation stay finally ate food good drinks better, word caution restaurant larger person not sit booths wo n't fit, 5'6 125 lbs husband 5'9 175. table smack-against stomach couple inches space mighty uncomfortable patron larger pregnant, bad design opinion place decorated funky welcoming way metal wood handblown glass light fixtures expect seattle capital glass art industry, definitely stay reason,  "
"cozy stay rainy city, husband spent 7 nights monaco early january 2008. business trip chance come ride.we booked monte carlo suite proved comfortable longish stay, room 905 located street building, street noise not problem view interesting rooms building look dank alley midsection large office building, suite comfortable plenty room spread, bathroom attractive squeaky clean small comparison generous proportions sitting sleeping areas, lots comfortable seating options good lighting plenty storage clothing luggage, hotel staff friendly efficient, housekeeping staff did great job pleasant, requests responded quickly.the location quite good, easy walk pike street market seattle art museum notch shopping dining options.a positive experience,  "
"hotel stayed hotel monaco cruise, rooms generous decorated uniquely, hotel remodeled pacific bell building charm sturdiness, everytime walked bell men felt like coming home, secure, great single travelers, location fabulous, walk things pike market space needle.little grocery/drug store block away, today green, bravo, 1 double bed room room bed couch separated curtain, snoring mom slept curtain, great food nearby,  "
"excellent stayed hotel monaco past w/e delight, reception staff friendly professional room smart comfortable bed, particularly liked reception small dog received staff guests spoke loved, mild negative distance uphill ppmarket restaurants 1st, overall great experience,  "
"fantastic stay monaco seattle hotel monaco holds high standards kimpton hotel line, having stayed kimpton hotels cities easily say seattle hotel monaco best seen, service attentive prompt, based member kimpton loyalty program upgraded 10th floor room great view 4th street excellent public library kitty-corner hotel, highly recommend tour public library blown away, room quite spacious beautiful flat-screen television dvd/cd player, exercise room pretty standard kimpton size means adequate not outstanding eliptical cardio machines stationary bikes personal viewing screens, cardio machine screens accept dvd not seen, kimpton hotels hotel monaco line particular hotel lobby stylish quirky inviting, easy imagine spending time relaxing comfortable over-stuffed chairs, restaurant attached hotel sazerac good, far eaten lunch look forward breakfast tomorrow, kimpton properties able connect free highspeed internet ethernet seconds cruising web checking email office no problems, opinion ca n't wrong kimpton hotel seattle hotel monaco certainly excellent choice,  "
"good choice hotel recommended sister, great location room nice, comfortable bed- quiet- staff helpful recommendations restaurants, pike market 4 block walk, stay,  "
"service service service spent week g-friend labor day bumbershoot, gray line airporter drops corner hotel 10 person cab 28 total make sure flat rate town car 38. location central downtown street w. it__Ç_é_ quick walk points tourist business, yes space needle bit far monorail westlake center easy walk away, tourist underground tour public market space needle emp, leave bit room luggage shopping great, neighborhood safe clean, room mediterranean suite quite large equipped two-person jacuzzi tub small stand glass-enclosed shower, room no view did not care, room clean small throw blanket adorned foot bed took, tastefully decorated walls striped, trust wont feel like stale hotel, ask gold fish bring well-behaved dog company.service aspects excellent, desk house keeping concierge room service bell desk ready provide warm professional service, test don__Ç_é_ flinch.gym open 24 hours newer cardio machines dumbbells, highest weight 25. water towels tv, gold__Ç_é_ walking distance.gastronomy sazerac worth try not impressive it__Ç_é_ amusing.this visit seattle monaco, like beds westin better prefer monaco afford w. g-friends visit wants bumbershoot year stay hotel monaco,  "
"excellent stay, delightful surprise stay monaco, thoroughly enjoyed stay, room comfortable lovely amenities friendly staff, especially enjoyed hour indulgence, definitely come,  "
"hotel monaco great location service hotel monaco centrally located provides excellent service, recently stayed 4/23-5/1, originally checked slight problem informed booked queen beds expedia room king bed, fortunately fellow guest checking time swapped rooms, future reference booking expedia recommend double checking hotel ensure receive correct room, staff stated better book hotel directly match online rates, additionally concierge marco helpful, sat night called salty make reservations brunch day informed no seats available, following day concierge called restaurant hours wanted dine able book table 5 great window view, hotel blocks away pike place market seattle art museum shopping district walking distance space needle experience music project attractions, ammenities services provided hotel include pet goldfish wine tasting yoga mat use room, seattle recommend taking helicopter tour mt, st. helens hoffstadt visitor center,  "
"gem hotel absolute gem, small great service, room not huge certainly adequate clean comfortable, ask room high floor great view downtown space needle.best attentive staff, concierges friendly helpful, shuttle drivers went way literally, victoria ferry pick, convenient.would recommend,  "
"remarkable hotel needed days booked inn based tripadvisor reviews, great hotel, staff professional accomodating, town car service available airport immaculate rooms spacious bathroom great location, not great hotel price great hotel, room facing inner coutyard no problem noise, rooms face st. noisy, location excellent downtown seattle.went attached restaurant bacco breakfast cafe champagne dinner, excellent,  "
"great location friendly staff stayed hotel easter throughly enjoyed time, superably located exploring seattle especially market rooms good size.the staff not friendly helpful reception area welcoming.our room exit stairwell night hear rumbling assume like air conditioning pipes,  "
"excellent way stayed inn market memorial day weekend, room large great view water sure request way advance, hotel quiet fully booked crowded, service impeccable staff well-mannered friendly, ca n't fault anything.it great location right pike place market near lots great restaurants like etta chez shea,  "
"outstanding choice reserved city view room night week, checkin helpful desk staff amy gave complimentary upgrade 8th floor water view, access large deck overlooks seemingly, checkin housekeeping valet services checkout smooth friendly, pike place market close silly, staff great recommendations breakfast dinner trying steer house restaurant stay say absolutely excellent, rooms clean appointed, no reason not reserve room time-althought fairmont better choice kids come,  "
"great hotel great hotel, good sized clean rooms, helpful staff, unbeatable location, walk door pikes market original starbucks, hotel walked underground tour monorail space needle duck tours, stay,  "
"nice place, lunatic 20000+ miles flying space days night kill seattle early trans-con flight nyc, night original plan needed hotel none prebooked.this place recommended just block excellent irish pub kells just happened ended in.just room left 220 tax.excellent friendly staff lovely decor big rooms im used nyc rabbit hutch big spacious views water free wi-fi just need ask reception access code, place spotless nicely decorated individual usual bland chain hotels sadly prevail.the area felt fine-in limited time safe near bars shops usual stuff, no drunken noise street either.it quiet comfortable slept well.normally like add pictures reviews length stay lack ca n't time- sorry return seattle list hotels use, try,  "
"boutique charmer great location wife recently spent 5 nights inn market attended convention, nice time small comfortably furnished hotel great location just hill pike place market, walk convention center 8 blocks east pretty easy steep 1/2 block adjacent hotel, number trendy restaurants walk north ave. pioneer square old stone buildings charming pergola south road, course market 1/2 block west food stands boutiques fish flower stalls handicrafts jewelry tables entertainers ethnic dining options spill narrow alleys covered arcades, pleasure wake morning grab eat nearby watching small trucks vans unload wares vendors set tables.our room corner overlooking city spacious lots storage space wardrobe large bathroom, sink pedestal-type spreading toiletries limited glass shelf nearby small table/shelf unit, hear traffic noise street annoying did request lowest-priced room city n't expecting total silence closed doors, rooms window seats pillows nice feature makes rooms appear bigger provides additional seating good spot reading people-watching, decor contemporary beiges browns blacks predominating, good weather upstairs terrace nice place sit enjoy views bay market.the modern brick building surrounds pleasant courtyard splashing fountain/sculpture adjacent outdoor seating hotel restaurant, lobby opens courtyard fireplace stuffed chairs registration desk helpful staff operates.we enjoyed time, hotel nice option n't want large convention hotel central seattle location, aware seattle does share street people couple strip clubs near pike place market,  "
"loved inn inn market awesome, not beat location right market, room large beds really comfortable, room partial view elliot bay, n't miss rooftop deck best view seattle short space needle, staff friendly, highly recommended, staying future,  "
"n't asked better hotel experience, hotel perfect, stayed townhouse suite nights wish stayed month, soon walked room opened windows million dollar view, skyline city pike market literally 50 feet away water mountains distance, room levels kitchenette living room downstairs bedroom bathroom upstairs, bose radio great fact turned television, beds really comfortable linens top-notch, okay service word fantastic, extremely important greeted casual genuine manner time enter leave hotel eye-contact sounds easy rarity today hotel market, no matter came went greeted smile eye contact really love, staff helpful went duty ensure taken care knew great places wonderful restaurants dine at.some hotels just n't inn market definitely understands excellent service hospitality, stay small intimate property like taken care monstrous hotel, kudos staff management making fabulous hotel experience,  "
"wonderful location great beds pretty rooms inn market lived positive reviews, tourists car location n't better, countless excellent restaurants easy walking distance, rainy able explore area race hotel warm got wet cold socal little tolerance weather, staff friendly view deck glorious dark day, room spacious beds extremely comfortable, hotel stay seattle great fun uncooperative weather,  "
"tempur-pedic beds, minute literally driving past way hotel decided stay, great, staff extremely helpful accommodating room really comfortable clean location excellent, atmosphere location hotel great choice previously stayed grand hyatt returning, room internal facing left bit loud tempur-pedic mattress huge bonus fun try, way restaurant courtyard desk staff suggested try turned excellent, view deck great, stay,  "
"loved inn stayed inn market 7/11/05 7/18/05, location hotel perfect sightseeing getting seattle car n't want drive seattle, pikes market street waterfront steps monorail space needle short walk plenty great places eat short walk cab ride, service conceirge staff inn terrific, helpful recommending arranging sightseeing excursions mt, ranier whale watching vineyard tours etc., complimentary town car available trips downtown area, great help dinner reservations, rooms immaculate, twice day room service included turn evening fresh towels, decor rooms modern elegant, n't miss roof garden area great view puget sound, great place unwind end day bottle wine, definetly return inn,  "
"loved inn husband wanted romantic away night, inn perfect met imagined, rooms clean quiet comfortable bath robes nice touch, staff helpful, location great good restaurants walking distance market right fun visit time free bus service close visit sites city, beware parking hotel valet costs 25.00 night, mentioned desk person not away cost not mentioned web page, expected pay removed charge, great customer service, wonderful deck overlooking puget sound, recommend inn planning long visit just romantic away,  "
"ace hotel awesome, stayed seattle ace hotel 5 days loved, great location belltown directly opposite macrina bakery quite possibly best breakfast/brunch/lunch place seattle wtih fabulous baked goods.all staff friendly helpful, check-in friendly receptionist forgot ask sorry, gave 4 fabulous food recommendations city tried loved, foodies extemely important good recommendations locals.the room small totally adequate shared bathrooms shower rooms spotlessly clean, enjoyed simplicity hotel little extra touches like adjustable lighting music bathrooms free current magazines available lobby, breakfast granola really yummy too.for location amenities price say ace hard beat,  "
"perfect way, stayed ace seattle short time august, perfect hotel, things need none things n't, great design super comfy great location, staff friendly knew cool places helpful way, rooms super stylie great art ammenities really need, loved place planning make sepcial trip portland check ace portland apparently turntables rooms library vinyl check,  "
"great hotel non-traditional stay true feel seattle, actually stayed ace 2 new years eve ago live seattle, popped occasion make sure route friends people visiting seattle ace.it downtown busy street 1st ave rooms interior no view.but rooms funky modern room bath bath robes just fun, ok shared baths little noise ask room facing street hotel best neighborhood seattle- accessible seattle center tons great bars restaurants casual try belltown pizza cyclops- surprise great food stiff drinks nicer meal try zoe breakfast walk street macrina bakery morning glory rocket muffin- food places 5 blocks ace hotel fish market/pike place waterfront downtown shopping, couple blocks ride zone buses want downtown.if want standard not place, want experience seattle willing roll punches want little adventure ace hotel fit perfectly, cant beat price downtown seattle,  "
"great hotel hotel nice room really comfortable clean, location pretty good blocks pike place market waterfront, definitely stay seattle,  "
"great stay elevators, agree previous posts hotel elevators, stayed 4 nights 8/5 8/9, checked room early given corner club room 34th floor fabulous views elliott bay space needle lake union, bed great, think slept better weeks, morning club level continental breakfast afternoon snacks good, ordered room service twice just pizza sandwich arrived promptly, pizza actually pretty good, impressed desk personnel called time saw, mishap locking room, gown putting room service tray housekeeping pick, duh, went hall heard people rooms knocked, let use phone desk, security guard showed 3 4 minutes, used service elevator apparently freed public, elevators complaint stay, business seattle definitely stay crowne plaza, like poster just plan leave early catch elevator,  "
"good experience having booked minute escape university tower hotel review proved excellent minute find.central clean rooms good views albeit rooms exec levels n't exactly spacious.try book executive rooms possible good choice breakfast hors d'oeuvres day makes overall package palatable.restaurant little pricey good food staying night skip try benihana just road hotel great food atmosphere,  "
"loved inn queen anne really great stay, great staff continental breakfast locationsuite included bedroom lounge room kitchen 2 walk-in robes den,  "
